Annual_Spending,Visits_Per_Month
539.7371322408986,1.927989878419666
488.9388559063052,3.003532897892024
551.8150830480554,2.361636025047634
621.8423885126421,1.3548802453948756
481.26773002213315,2.361395605508414
481.2690434440656,3.538036566465969
626.3370252405913,1.9641739608900484
561.3947783322327,3.564643655814006
462.4420491252038,0.0
543.4048034868772,2.821902504375224
462.926584575003,2.087047068238171
462.74161971437945,1.7009926495341325
519.3569817252827,2.0917607765355024
346.93758042737613,0.0124310853991072
362.00657339895736,1.780328112162488
455.01699766072215,2.3571125715117462
418.9735103732461,3.4778940447415163
525.1397866076219,1.4817297817263526
427.3580739583031,1.1915063971068123
387.0157038931767,1.4982429564154636
617.2519015137243,2.915402117702074
481.9378959610772,2.3287511096596845
505.4022563750339,1.4702397962329612
386.0201451029235,2.513267433113356
456.4493820379854,2.0970775493480405
508.8738071767893,2.9686449905328893
407.9205138062158,1.2979469061226476
530.0558414676537,1.6723378534022317
451.9489048064956,1.6078918468678425
476.6645000165379,0.5364850518678814
451.86347102164825,2.296120277064576
648.1822547607151,2.261055272179889
498.9202220209653,2.005113456642461
415.38312568352796,1.7654128666248532
565.8035929682551,0.5846292579495858
402.3325080023182,1.579354677234641
516.7090876003805,1.6572854834732305
343.22639008961795,1.197722730778381
393.74511608812554,1.8387142883339909
515.7488988695299,2.4040508568145382
559.0773263996329,3.8861859012105304
513.7094624951976,2.174577812831839
490.74813740894075,2.2575503907227645
475.9117043528569,1.9255540842338328
381.7182407706058,0.08122878470095851
442.4124633284233,1.973486124550783
463.148898323217,2.0602302099410266
584.5697780975132,4.463242112485286
527.4894631654769,1.8076390352188776
358.9567875709813,2.3015473423336124
525.9267175515836,1.9652882302947567
469.1934175666947,0.831321962380468
445.8462399755233,3.1428228145150205
548.9341031072694,2.7519330326867744
582.4799617996761,2.791031947043047
574.5024095292958,1.090612545205261
432.8625981421889,3.402794310936099
475.26300993190284,0.5981489372077191
526.5010745122851,2.5868570938002704
578.0436101697887,4.190455625809978
461.6660609723768,1.0094636748693118
485.1472818668946,1.433702270397228
411.49320207951774,2.099651365087641
404.30347007354635,1.4965243458838007
565.0020657915359,0.4493365689338673
608.4992022856659,2.0685629748060275
1787.539257254779,5.087313077669
2094.718486127036,3.2855445532540655
1816.1151531532394,5.536681040522425
2309.9868810035077,5.841176789552351
1843.3493415327525,6.624576864762916
1935.587696758865,6.5807030780523545
2162.703443473934,2.9334959480643636
1753.827136713209,3.593262440127316
2045.4919869208259,5.77255290081299
2261.428550856486,5.770678926368313
1678.5033530877545,5.772571529459071
2036.9267717064608,10.779097235982082
2051.976558849685,5.85633576603975
2156.364574355462,6.703348460270899
1752.6098578243837,6.431002645239803
1735.9086773831448,5.977086876958697
2104.3883131233797,4.527096133039482
2059.3969346466374,6.138453830739901
2050.0985700691754,3.8407621781936423
2069.289641899395,4.644772089889987
1863.9950556843019,4.2719546782563445
2046.4507394322006,5.122811209079484
2058.6144946597365,8.471987850010263
1857.1297163947265,2.199102211112378
2373.1549022289514,6.02939028556177
2094.7665841823573,2.5809261932155225
1761.7393005594704,4.29210220131585
2131.310721726766,6.633425895451049
1805.0636659545357,5.096420028643194
2157.4169207484906,3.3833828331060407
2231.7191158014807,3.9270444361100476
1835.863536329658,6.019396623402014
2192.6752258488646,3.904450052424295
2082.5561853872996,5.324687884372962
2164.412031998898,5.06835775985572
2379.3585965307893,4.022599478591275
1950.9223767994258,8.215916133987989
1849.252767128502,5.950878533477017
1822.0971140748952,1.962286120013589
1836.8379430069124,5.279681472154142
1984.5796581171792,4.007320302847418
2068.2303949633288,6.278650002194336
2055.338159866004,3.811218892350949
2165.436649807205,4.827895337799651
2002.6003783755814,5.757480918470685
2290.7068154314634,6.298632791255182
1947.0686333524088,3.1995553894163358
2544.033833317924,4.498248146238577
2125.1334695530013,4.287582033258566
1828.5684887167436,4.020006151139432
1785.8215003877776,7.6481813604216455
2096.494483048637,5.607472566441434
1955.3074429348299,3.1086740684974323
2142.8000988184185,6.376792920582164
2094.647524914709,8.18323429551895
1985.4342174686255,6.54869789082672
1830.6412563863191,2.7209450510689797
1697.030555062827,4.273648890700623
1910.6970095865959,6.900366723779934
2171.2797588646945,3.938495801571829
2042.8187488260407,5.665729142219343
1750.8522442576025,6.161951080144005
2034.6361851702363,3.6096042926328753
2077.0634759457676,4.9107119659073
1823.2285127597734,0.1380989898963909
2030.7450211891055,3.463418537998565
7873.71592430342,8.151609116387453
7376.1084090175755,6.645676576975776
8816.205651965818,9.950239466835502
7284.929311019683,7.705885236995723
7779.977756651508,6.349005606414977
8065.370288643046,7.357228316694013
8720.636644533057,8.82586290855125
7282.0689244102805,6.872550894392051
8581.58187607748,6.355559208867137
8005.116530509794,8.487374422983825
7509.245674476025,8.489933142217446
8231.051737131635,6.9861136492577405
8099.529847786735,7.057923388763355
7699.891561420603,8.464099874715272
8034.901042495009,5.103831317005351
7807.34320156912,5.1850724512468895
8056.758672625624,6.563111557495128
8331.065337260523,7.573105696576306
8793.008408072676,8.621815131196009
7381.092250586576,10.950712433899104
9066.516687328134,9.71531924640404
7023.956100238749,7.680122940073145
7924.107452482208,7.961967584194622
8294.158603242287,5.994941270724382
8140.495933867516,7.96297372801522
7688.650240089703,7.422682722159723
7895.938874821362,8.64543712067618
7753.499532670584,6.345538112895354
7705.3176215278945,9.038693028482344
8424.801048510511,11.065477826005155
8178.507742982523,7.782479703086285
7653.545202369673,8.803423444197882
8449.799937716625,9.380287983422225
8153.649760438305,7.197559056228328
8406.43105941948,8.448184963620834
8314.814420961806,8.02518480156359
7585.502494538964,8.195352197097664
7719.909479901516,6.453980432289067
8373.64680256163,8.049020348517885
8305.185132716733,8.9959965824909
7989.549203017926,10.902287215590084
8058.663691654391,9.918541652170413
8638.832447894212,12.306364915023114
7704.214305582085,6.465304874223901
8273.54869058502,9.744641273441356
7898.903673783053,8.366684011476703
7891.1593983863895,12.379605866435345
8549.388425993595,6.383403429289697
8412.708174494015,6.320556315638448
8406.75481800032,6.801214709111956
8652.739403577165,3.7522085513803862
8010.501920816379,6.948489956638478
8340.976485647481,6.481734676892604
7844.866621703272,8.300787572952416
8162.083176244221,8.683511951554319
7934.928472816157,11.752341678431772
8048.497982496359,9.9008476763721
8297.578512718457,6.846192688675194
7590.889658383264,6.203170657303284
9046.19363784273,8.983838343013012
7496.991309250149,5.359533585958715
7392.905693606134,11.662917531708707
8579.055436750034,10.358880241442574
8395.831346981468,7.06164869579059
8312.059908526078,4.573730941818245
8314.17275463214,10.707744748330825
7993.876613576543,7.770920309494764
7551.372814257084,10.475632623946924
